ProductCode,Name,FaName,BrandName,BrandId,CategoryName,CategoryId
gsp-13738,Baseus Mobile Phone Holder - C40141403113,هولدر گوشی موبایل بیسوس مدل C40141403113,بیسوس,70,پایه نگهدارنده گوشی,119
gsp-13732,Baseus Mobile Phone Holder  -  B10551500211,هولدر گوشی موبایل بیسوس مدل B10551500211,بیسوس,70,پایه نگهدارنده گوشی,119
gsp-13737,Baseus Mobile Phone Holder  -  B10551500111,هولدر گوشی موبایل بیسوس مدل B10551500111,بیسوس,70,پایه نگهدارنده گوشی,119
gsp-13791,Baseus Fast Type-C charging cable 1.2 meters - P10355703311-B1,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703311-B1,بیسوس,70,کابل اتصال,116
gsp-13790,Baseus Fast Type-C charging cable 1.2 meters - P10355703511,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703511,بیسوس,70,کابل اتصال,116
gsp-13787,Baseus Fast Charging Cable Type-C to Lightning - CATLYS-A02,کابل شارژ فست Type-C to Lightning باسئوس مدل CATLYS-A02,بیسوس,70,کابل اتصال,116
gsp-13789,Baseus Fast Type-C charging cable 1.2 meters - P10355703511-B1,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703511-B1,بیسوس,70,کابل اتصال,116
gsp-13775,Baseus Bipow PPBD0502 15W 30000mAh Power Bank,پاوربانک باسئوس مدل Bipow PPBD0502 15W ظرفیت 30000 میلی آمپر,بیسوس,70,پاوربانک,115
gsp-13779,Baseus Fast Charging Cable Type-C - CAMKLF-B91,کابل شارژ فست Type-C باسئوس مدل CATKLF-B91,بیسوس,70,کابل اتصال,116
gsp-13774,Baseus PPLG0001 65W 30000mAh Power Bank,پاوربانک باسئوس مدل PPLG0001 65W ظرفیت 30000 میلی آمپر ساعت,بیسوس,70,پاوربانک,115
gsp-13777,Baseus Qpow Pro PPQD0600 20W 10000mAh Power Bank Whit Lightning Cable,پاوربانک باسئوس مدل Qpow Pro PPQD0600 20W ظرفیت 10000میلی آمپر ساعت با کابل Lightning,بیسوس,70,پاوربانک,115
gsp-13792,Baseus Fast Type-C charging cable 1.2 meters - P10355703311,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703311,بیسوس,70,کابل اتصال,116
gsp-13776,Baseus Fast Charging Cable iPhone - CALD040005,کابل شارژ فست آیفون بیسوس مدل CALD040005,بیسوس,70,کابل اتصال,116
gsp-13771,Baseus Fast Charging Type-C to Type-C - CAWJ040001,کابل شارژ فست Type-C to Type-C بیسوس مدل CAWJ040001,بیسوس,70,کابل اتصال,116
gsp-13788,Baseus Fast Charging Cable Type-C to Lightning - CATLYS-A01,کابل شارژ فست Type-C to Lightning باسئوس مدل CATLYS-A01,بیسوس,70,کابل اتصال,116
gsp-13781,Baseus Fast Charging Cable Type-C - CATKLF-B09,کابل شارژ فست Type-C باسئوس مدل CATKLF-B09,بیسوس,70,کابل اتصال,116
gsp-13794,Baseus Fast USB to Type-C charging cable 1.2 meters - P10355703221,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703221,بیسوس,70,کابل اتصال,116
gsp-13796,Baseus Fast Type-C charging cable 1.2 meters - P10355703111,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703111,بیسوس,70,کابل اتصال,116
gsp-13797,Baseus Fast Type-C charging cable 1.2 meters - CAKF000102,کابل شارژ 1.2 متری فست Type-C بیسوس مدل CAKF000102,بیسوس,70,کابل اتصال,116
gsp-13795,Baseus Fast Type-C charging cable 1.2 meters - P10355703111-B1,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703111-B1,بیسوس,70,کابل اتصال,116
gsp-13793,Baseus Fast Type-C charging cable 1.2 meters - P10355703221-B1,کابل شارژ 1.2 متری فست Type-C بیسوس مدل P10355703221-B1,بیسوس,70,کابل اتصال,116
gsp-13778,Baseus Bipow PPBD0500 15W 10000mAh Power Bank,پاوربانک باسئوس مدل Bipow PPBD0500 15W ظرفیت 10000 میلی آمپر ساعت,بیسوس,70,پاوربانک,115
gsp-13849,Baseus CGJM000113 60 Watt Car Charger,شارژر فندکی باسئوس مدل CGJM000113 توان 60 وات,بیسوس,70,شارژر داخل خودرو (فندکی),118
gsp-13851,Baseus CCALLP-01 12 Watt Car Charger,شارژر فندکی باسئوس مدل CCALLP-01 توان 12 وات,بیسوس,70,شارژر داخل خودرو (فندکی),118
gsp-13848,Baseus CCALL-YS01 30 Watt Car Charger,شارژر فندکی باسئوس مدل CCALL-YS01 توان 30 وات,بیسوس,70,شارژر داخل خودرو (فندکی),118
gsp-13847,Baseus CCJD-0G 40 Watt Car Charger,شارژر فندکی باسئوس مدل CCJD-0G توان 40 وات,بیسوس,70,شارژر داخل خودرو (فندکی),118
gsp-13911,Baseus Magnetic Mini Wireless PPCX1300 20W 6000mAh Power Bank,پاوربانک باسئوس مدل Magnetic Mini Wireless PPCX1300 20W ظرفیت 6000 میلی آمپر ساعت,بیسوس,70,پاوربانک,115
gsp-11336,Remax RM-510 Wired Handsfree,هندزفری با سیم ریمکس مدل RM-510,ریمکس,71,هندزفری بلوتوثی,111
gsp-10512,Remax RPP-199 30000mAh Power Bank,پاوربانک ریمکس مدل RPP-199 ظرفیت 30000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-16773,Remax Cybo RPP-570 10000mAh Power Bank,پاوربانک ریمکس مدل Cybo RPP-570 ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-16769,Remax Stervui RPP-619 10000mAh Power Bank,پاوربانک ریمکس مدل Stervui RPP-619 ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-16770,Remax Explore Pro RPP-591 10000mAh Power Bank,پاوربانک ریمکس مدل Explore Pro RPP-591  ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-16771,Remax Resion RPP-616 22.5W 10000mAh Power Bank,پاوربانک ریمکس 22.5W مدل Resion RPP-616 ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-16613,Remax Mobile Phone Holder and 15 Watts Wireless Charger - RM-C61,هولدر و شارژر وایرلس 15 وات ریمکس مدل RM-C61,ریمکس,71,پایه نگهدارنده گوشی,119
gsp-16636,Remax RCC353 60 Watts Dual Port Car Charger with Car Air Freshener,شارژر فندکی ریمکس 60 وات دو پورت مدل RCC353 به همراه خوش بو کننده ماشین,ریمکس,71,شارژر داخل خودرو (فندکی),118
gsp-16627,Remax RCC236 2.4 Amper Car Charger with 3 in 1 cable,شارژر فندکی ریمکس 2.4 آمپر به همراه کابل 3 در 1 مدل RCC236,ریمکس,71,شارژر داخل خودرو (فندکی),118
gsp-16628,Remax RCC355 120 Watts Car Charger,شارژر فندکی ریمکس 120 وات مدل RCC355,ریمکس,71,شارژر داخل خودرو (فندکی),118
gsp-16626,Remax RCC350 45 Watts Car Charger,شارژر فندکی ریمکس 45 وات مدل RCC350,ریمکس,71,شارژر داخل خودرو (فندکی),118
gsp-16624,Remax RP-U82.QC.PD.Fast 30 Watts Wall Charger,شارژر دیواری ریمکس 30 وات مدل RP-U82.QC.PD.Fast,ریمکس,71,شارژر گوشی,121
gsp-16625,Remix RP-U68 20 Watts Dual Port Wall Charger,شارژر دیواری دو پورت ریمکس 20 وات مدل RP-U68,ریمکس,71,شارژر گوشی,121
gsp-16629,Remax RP-U26 33 Watts Wall Charger,شارژر دیواری ریمکس 33 وات مدل RP-U26,ریمکس,71,شارژر گوشی,121
gsp-16371,Remax RB-S12 Neck Handsfree,هندزفری گردنی ریمکس مدل RB-S12,ریمکس,71,هندزفری بلوتوثی,111
gsp-16372,Remax RM-518a Wired Handsfree,هندزفری سیمی ریمکس مدل RM-518a,ریمکس,71,هندزفری با سیم,125
gsp-15520,Remax RX-805 Flash Memory - 64GB,فلش مموری ریمکس مدل RX-805 ظرفیت 64 گیگابایت,ریمکس,71,فلش مموری,198
gsp-15517,Remax RX 817 Flash Memory - 128GB,فلش مموری ریمکس مدل RX 817 ظرفیت 128 گیگابایت,ریمکس,71,فلش مموری,198
gsp-15518,Remax RX 817 Flash Memory - 256GB,فلش مموری ریمکس مدل RX 817 ظرفیت 256 گیگابایت,ریمکس,71,فلش مموری,198
gsp-15519,Remax RX-805 Flash Memory - 32GB,فلش مموری ریمکس مدل RX-805 ظرفیت 32 گیگابایت,ریمکس,71,فلش مموری,198
gsp-15370,Remax RPP-65 10W 10000mAh Wireless Power Bank,پاوربانک وایرلس ریمکس 10W مدل RPP-65  ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15371,Remax RPP-525 20W 10000mAh Wireless Power Bank,پاوربانک وایرلس ریمکس 20W مدل RPP-525  ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15365,Remax RPP-521 22.5W 20000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-521 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15368,Remax Cynlle RPP-623 22.5W 10000mAh Power Bank,پاوربانک ریمکس 22.5W مدل Cynlle RPP-623 ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15366,Remax RPP-316 22.5W 20000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-316 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15367,Remax RPP-513 22.5W 20000mAh Wireless Power Bank,پاوربانک وایرلس ریمکس 22.5W مدل RPP-513 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15369,Remax RPP-622 22.5W 10000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-622 ظرفیت 10000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15258,Remax Vansiang CozyPods W8N Bluetooth Handsfree,هندزفری بلوتوثی ریمکس مدل Vansiang CozyPods W8N,ریمکس,71,هندزفری بلوتوثی,111
gsp-15259,Remax RM-522 Handsfree (3.5 mm jack),هندزفری سیمی ریمکس مدل RM-522 (جک 3.5 میلی متری),ریمکس,71,هندزفری با سیم,125
gsp-15260,Remax Neckband Smart Touch Control RB-S16 Handsfree,هندزفری ریمکس مدل Neckband Smart Touch Control RB-S16,ریمکس,71,هندزفری بلوتوثی,111
gsp-15255,Remax RB-M17 Bluetooth Speaker and Bluetooth Handsfree,اسپیکر بلوتوثی و هدفون بلوتوثی ریمکس مدل RB-M17,ریمکس,71,اسپیکر,120
gsp-15255,Remax RB-M17 Bluetooth Speaker and Bluetooth Handsfree,اسپیکر بلوتوثی و هدفون بلوتوثی ریمکس مدل RB-M17,ریمکس,71,هندزفری بلوتوثی,111
gsp-15257,Remax X-Iron Series Alloy True Wireless Earbuds,هندزفری بلوتوثی ریمکس مدل X-Iron Series Alloy True Wireless Earbuds,ریمکس,71,هندزفری بلوتوثی,111
gsp-15256,Remax Clear Buds C2 Bluetooth Handsfree,هندزفری بلوتوثی ریمکس مدل Clear Buds C2,ریمکس,71,هندزفری بلوتوثی,111
gsp-15298,Remax RGB RTS-60 Soundbar,ساندبار ریمکس مدل RGB RTS-60,ریمکس,71,صوتی و تصویری,170
gsp-15298,Remax RGB RTS-60 Soundbar,ساندبار ریمکس مدل RGB RTS-60,ریمکس,71,ساندبار,180
gsp-15295,Remax Scuba RB-M62 Bluetooth Speaker,اسپیکر بلوتوثی ریمکس مدل Scuba RB-M62,ریمکس,71,اسپیکر,120
gsp-15296,Remax RGB RTS-50 Soundbar,ساندبار ریمکس مدل RGB RTS-50,ریمکس,71,ساندبار,180
gsp-15296,Remax RGB RTS-50 Soundbar,ساندبار ریمکس مدل RGB RTS-50,ریمکس,71,صوتی و تصویری,170
gsp-15358,Remax RPP-553 22.5W 20000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-553 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15354,Remax RPP-571 22.5W 30000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-571 ظرفیت 30000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15360,Remax RPP-129 22.5W 20000mAh Power Bank,پاوربانک ریمکس 22.5W مدل RPP-129 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15356,Remax RPP-567 600W 168000mAh Power Bank,پاوربانک ریمکس 600W مدل RPP-567 ظرفیت 168000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15340,Remax Phone Cooler SL13,خنک کننده گوشی موبایل ریمکس مدل SL13,ریمکس,71,خنک کننده موبایل و تبلت,245
gsp-15330,Remax Phone Cooler RT-F5,خنک کننده گوشی موبایل ریمکس مدل RT-F5,ریمکس,71,خنک کننده موبایل و تبلت,245
gsp-15339,Remax Phone Cooler RT-F4,خنک کننده گوشی موبایل ریمکس مدل RT-F4,ریمکس,71,خنک کننده موبایل و تبلت,245
gsp-15738,Remax Mobile Phone Holder and 15 Watts Wireless Charger - RM-C18,هولدر و شارژر وایرلس 15 وات ریمکس مدل RM-C18,ریمکس,71,پایه نگهدارنده گوشی,119
gsp-15570,Remax XC-1 Car Rechargeable Broom,جارو شارژی خوردو ریمکس مدل XC-1,ریمکس,71,لوازم خانگی,155
gsp-15570,Remax XC-1 Car Rechargeable Broom,جارو شارژی خوردو ریمکس مدل XC-1,ریمکس,71,جارو شارژی,162
gsp-15590,Remax Voyage RPP-535 20000mAh Power Bank,پاوربانک ریمکس مدل Voyage RPP-535 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15597,Remax RU-U91 9 ports HUB,هاب 9 پورت ریمکس مدل RU-U91,ریمکس,71,داک و هاب USB,199
gsp-15595,Remax Mobile Phone Holder RM-C06,هولدر گوشی موبایل ریمکس مدل RM-C06,ریمکس,71,پایه نگهدارنده گوشی,119
gsp-15594,Remax Stervui RPP-620 20000mAh Power Bank,پاوربانک ریمکس مدل Stervui RPP-620 ظرفیت 20000 میلی آمپر ساعت,ریمکس,71,پاوربانک,115
gsp-15596,Remax Mobile Phone Holder 15W RM-C31,هولدر گوشی موبایل ریمکس 15Wمدل RM-C31,ریمکس,71,پایه نگهدارنده گوشی,119
gsp-15507,Remax RX 817 Flash Memory - 64GB,فلش مموری ریمکس مدل RX 817 ظرفیت 64 گیگابایت,ریمکس,71,فلش مموری,198
gsp-16074,1More Fit Open Earbuds S50 EF906 Wireless Handsfree,هندزفری بی سیم وان مور مدل Fit Open Earbuds S50 EF906,وان مور,77,هندزفری بلوتوثی,111
gsp-16073,1MORE ComfoBuds Mini ES603 Bluetooth Handsfree,هندزفری بی سیم وان مور مدل ComfoBuds Mini ES603,وان مور,77,هندزفری بلوتوثی,111
gsp-7359,1MORE Piston Buds Wireless Earbuds,هندزفری بی سیم وان مور مدل Piston Buds,وان مور,77,هندزفری بلوتوثی,111
gsp-10489,1More Piston Buds Pro Bluetooth Earbuds,هندزفری بی سیم وان مور مدل Piston Buds Pro,وان مور,77,هندزفری بلوتوثی,111
gsp-9376,1MORE iBFree Sport + VI REACT Bluetooth Handsfree,هندزفری بی سیم وان مور مدل iBFree Sport + VI REACT,وان مور,77,هندزفری بلوتوثی,111
gsp-9382,1MORE Stylish Dual-dynamic Driver BT Bluetooth Handsfree,هندزفری بی سیم وان مور مدل Stylish Dual-dynamic Driver BT,وان مور,77,هندزفری بلوتوثی,111
gsp-13317,1More Fit SE Earbuds S30 EF606 Bluetooth Earbuds,هندزفری بی سیم وان مور مدل Fit SE Earbuds S30 EF606,وان مور,77,هندزفری بلوتوثی,111
gsp-12354,1More ZHE NEO EO007 BEAM FORMING Bluetooth Earbuds,هندزفری بی سیم وان مور مدل ZHE NEO EO007 BEAM FORMING,وان مور,77,هندزفری بلوتوثی,111
gsp-12239,1More Omthing EO008 Bluetooth Handsfree,هندزفری بی سیم وان مور مدل Omthing EO008,وان مور,77,هندزفری بلوتوثی,111
gsp-12350,1More EVO Bluetooth Earbuds,هندزفری بی سیم وان مور مدل EVO,وان مور,77,هندزفری بلوتوثی,111
gsp-12349,1More Aero Bluetooth Earbuds,هندزفری بی سیم وان مور مدل Aero,وان مور,77,هندزفری بلوتوثی,111
gsp-12619,XO CC51 40 Watt Car Charger,شارژر فندکی ایکس او مدل CC51 توان 40 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14014,XO CC52 36 Watt Car Charger,شارژر فندکی ایکس او مدل CC52 توان 36 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14137,Xo XO-CC48 12 Watt Car Charger,شارژر فندکی ایکس او مدل XO-CC48 توان 12 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14248,Xo L37 10.5 Watt Wall Charger,شارژر دیواری ایکس او 10.5 وات مدل L37,ایکس اُ,78,شارژر گوشی,121
gsp-14208,Xo Mobile Phone Holder With Base - C77,هولدر گوشی موبایل پایه دار ایکس اُ مدل C77,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14206,Xo Mobile Phone Holder With Base - C89,هولدر گوشی موبایل پایه دار ایکس اُ مدل C89,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14207,Xo Mobile Phone Holder With Base - C60,هولدر گوشی موبایل پایه دار ایکس اُ مدل C60,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14205,Xo Mobile Phone Holder With Base - C117,هولدر گوشی موبایل پایه دار ایکس اُ مدل C117,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14241,Xo L99 12 Watt Wall Charger,شارژر دیواری ایکس او 12 وات مدل L99,ایکس اُ,78,شارژر گوشی,121
gsp-14191,Xo BE39 Wireless Headphone,هدفون بی سیم ایکس او مدل BE39,ایکس اُ,78,هدفون,112
gsp-14194,Xo Q5Pods Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل Q5Pods,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14196,Xo Q3Pods Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل Q3Pods,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14189,Xo Android Charge Cable -NB212 (pack of 30 pieces),کابل شارژ ایکس اُ اندروید مدل NB212 (بسته 30 عدی),ایکس اُ,78,کابل اتصال,116
gsp-14188,Xo ET30 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل ET30,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14203,Xo Monopod And Phone Tripod - SS10,مونوپاد و سه پایه گوشی ایکس اُ مدل SS10,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14203,Xo Monopod And Phone Tripod - SS10,مونوپاد و سه پایه گوشی ایکس اُ مدل SS10,ایکس اُ,78,مونوپاد,134
gsp-14201,Xo BS32 Neck Handsfree,هندزفری گردنی ایکس اُ مدل BS32,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14199,Xo Monopod And Phone Tripod - SS11,مونوپاد و سه پایه گوشی ایکس اُ مدل SS11,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14199,Xo Monopod And Phone Tripod - SS11,مونوپاد و سه پایه گوشی ایکس اُ مدل SS11,ایکس اُ,78,مونوپاد,134
gsp-14202,Xo Mobile Phone Holder Tripod - SS13,سه پایه نگهدارنده گوشی موبایل ایکس اُ مدل SS13,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14209,Xo CC56 30 Watt Car Charger,شارژر فندکی ایکس او مدل CC56 توان 30 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14212,Xo CC56 30 Watt Car Charger,شارژر فندکی ایکس او مدل CC56 توان 30 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14211,Xo CC57 25 Watt Car Charge,شارژر فندکی ایکس او مدل CC57 توان 25 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14210,Xo CC57 25 Watt Car Charger,شارژر فندکی ایکس او مدل CC57 توان 25 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14213,Xo Mobile Phone Holder - C51,هولدر گوشی موبایل ایکس اُ مدل C51,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14215,Xo CC55 30 Watt Car Charger,شارژر فندکی ایکس او مدل CC55 توان 30 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14214,Xo CC57 25 Watt Car Charger,شارژر فندکی ایکس او مدل CC57 توان 25 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14217,Xo Type-C To Type-C Fast Charging Cable - Q252B,کابل شارژ فست ایکس اُ تایپ سی به تایپ سی مدل Q252B,ایکس اُ,78,کابل اتصال,116
gsp-14216,XO EP73 Wired Handsfree,هندزفری سیمی ایکس او مدل EP73 با پورت تایپ سی,ایکس اُ,78,هندزفری با سیم,125
gsp-14219,XO EP52 Wired Handsfree,هندزفری سیمی ایکس او مدل EP52,ایکس اُ,78,هندزفری با سیم,125
gsp-14218,Xo L103 18 Watt Wall Charger,شارژر دیواری ایکس او 18 وات مدل L103,ایکس اُ,78,شارژر گوشی,121
gsp-14222,XO EP53 Wired Handsfree,هندزفری سیمی ایکس او مدل EP53,ایکس اُ,78,هندزفری با سیم,125
gsp-14221,Xo CC54 18 Watt Car Charger,شارژر فندکی ایکس او مدل CC54 توان 18 وات,ایکس اُ,78,شارژر داخل خودرو (فندکی),118
gsp-14220,Xo iPhone Magnetic Fast Charging Cable - NB125,کابل شارژ فست مگنتی آیفون ایکس اُ مدل NB125,ایکس اُ,78,کابل اتصال,116
gsp-14173,Xo BE42 Wireless Headphone,هدفون بی سیم ایکس او مدل BE42,ایکس اُ,78,هدفون,112
gsp-14172,Xo Four - Way Wireless Charging - WX033,شارژر وایرلس چهار کاره ایکس اُ مدل WX033,ایکس اُ,78,شارژر وایرلس گوشی,127
gsp-14171,Xo Type-c Charge Cable - NBP156 (pack of 30 pieces),کابل شارژ ایکس اُ تایپ سی مدل NBP156 (بسته 30 عدی),ایکس اُ,78,کابل اتصال,116
gsp-14182,Xo Type-c Charge Cable - NB212 (pack of 30 pieces),کابل شارژ ایکس اُ تایپ سی مدل NB212 (بسته 30 عدی),ایکس اُ,78,کابل اتصال,116
gsp-14177,Xo G12 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل G12,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14176,Xo G17 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل G17,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14179,Xo Three - Way Wireless Charging - WX035,شارژر وایرلس سه کاره ایکس اُ مدل WX035,ایکس اُ,78,شارژر وایرلس گوشی,127
gsp-14181,Xo F43 Portable Bluetooth Speaker,اسپیکر بلوتوثی قابل حمل ایکس او مدل F43,ایکس اُ,78,اسپیکر,120
gsp-14174,Xo G9 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل G9,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14183,Xo ET32 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل ET32,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-14185,Xo X31 Bluetooth Earbuds,هندزفری بی سیم ایکس او مدل X31,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11314,XO BS27 Bluetooth Handsfree,هندزفری بی سیم ایکس او مدل BS27,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11317,XO EP15 Wired Handsfree,هندزفری با سیم ایکس او مدل EP15,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11315,XO XO-EP56 With Type-C Port wired Handsfree,هندزفری با سیم ایکس او مدل XO-EP56 با پورت Type-C,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11316,XO XO-EP46 Wired Handsfree,هندزفری با سیم ایکس او مدل XO-EP46,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11594,XO EP43 Wired Handsfree,هندزفری با سیم ایکس او مدل EP43,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11593,XO BE4 Bluetooth Handsfree,هندزفری بی سیم ایکس او مدل BE4 تک گوش,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11691,XO XO-EP39 Wired Handsfree,هندزفری با سیم ایکس او مدل XO-EP39,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-11692,XO XO-EP37 Wired Handsfree,هندزفری با سیم ایکس او مدل XO-EP37,ایکس اُ,78,هندزفری بلوتوثی,111
gsp-16531,XO EP64 Wired Handsfree,هندزفری سیمی ایکس او مدل EP64,ایکس اُ,78,هندزفری با سیم,125
gsp-16381,XO S31 Wired Handsfree,هندزفری سیمی ایکس او مدل S31,ایکس اُ,78,هندزفری با سیم,125
gsp-16428,XO F39 Bluetooth Speaker,اسپیکر بلوتوثی ایکس اُ مدل F39,ایکس اُ,78,اسپیکر,120
gsp-14743,XO Mobile Phone Holder With Base - C121,هولدر گوشی موبایل پایه دار ایکس اُ مدل C121,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14739,XO Mobile Phone Holder With Base - C76,هولدر گوشی موبایل پایه دار ایکس اُ مدل C76,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14742,XO Mobile Phone Holder - C96A,هولدر گوشی موبایل ایکس اُ مدل C96A,ایکس اُ,78,پایه نگهدارنده گوشی,119
gsp-14677,Adata HV300 External Hard Drive 1TB,هارد اکسترنال ای دیتا مدل HV300 ظرفیت 1 ترابایت,ای دیتا,79,هارد اکسترنال,197
gsp-14651,Adata Hard SATA3 SU800 Internal SSD Drive - 512GB,هارد اینترنال اس اس دی ای دیتا مدل SATA3 SU800 ظرفیت 512 گیگابایت,ای دیتا,79,هارد SSD,195
gsp-14653,Adata Hard SATA3 SU630 Internal SSD Drive - 480GB,هارد اینترنال اس اس دی ای دیتا مدل SATA3 SU630 ظرفیت 480 گیگابایت,ای دیتا,79,هارد SSD,195
gsp-14652,Adata Hard SATA3 SU650 Internal SSD Drive - 480GB,هارد اینترنال اس اس دی ای دیتا مدل SATA3 SU650 ظرفیت 480 گیگابایت,ای دیتا,79,هارد SSD,195
gsp-14877,ADATA UV150 USB 3.2 Flash Memory - 64GB,فلش مموری ای دیتا مدل UV150 USB 3.2 ظرفیت 64 گیگابایت,ای دیتا,79,فلش مموری,198
gsp-14878,ADATA UV150 USB 3.2 Flash Memory - 128GB,فلش مموری ای دیتا مدل UV150 USB 3.2 ظرفیت 128 گیگابایت,ای دیتا,79,فلش مموری,198
gsp-14763,Adata SLIM HV300 External Hard Drive 1TB,هارد اکسترنال ای دیتا مدل SLIM HV300 ظرفیت 1 ترابایت,ای دیتا,79,هارد اکسترنال,197
gsp-9514,ADATA DashDrive UV128 Flash Memory - 64GB,فلش مموری ای دیتا 64 گیگابایت مدل DashDrive UV128,ای دیتا,79,فلش مموری,198
gsp-14842,ADATA UV150 USB 3.2 Flash Memory - 128GB,فلش مموری ای دیتا 128 گیگابایت مدل UV150 USB 3.2,ای دیتا,79,فلش مموری,198
gsp-14843,Adata UV150 Flash Memory - 64GB,فلش مموری ای دیتا مدل UV150 ظرفیت 64 گیگابایت,ای دیتا,79,فلش مموری,198
gsp-15268,Adata UV128 Flash Memory - 256GB,فلش مموری ای دیتا مدل UV128 ظرفیت 256 گیگابایت,ای دیتا,79,فلش مموری,198
gsp-15271,Adata HV300 External Hard Drive 2TB,هارد اکسترنال ای دیتا مدل HV300 ظرفیت 2 ترابایت,ای دیتا,79,هارد اکسترنال,197
gsp-15274,Adata HD720 External Hard Drive 1TB,هارد اکسترنال ای دیتا مدل HD720 ظرفیت 1 ترابایت,ای دیتا,79,هارد اکسترنال,197
gsp-16013,Adata UV150 Flash Memory - 256GB,فلش مموری ای دیتا مدل UV150 ظرفیت 256 گیگابایت,ای دیتا,79,فلش مموری,198
